,x,y
0,0.5567788449435954,0.6077844173321094
1,0.31004785550229497,0.11265880153533006
2,0.7284364183211831,0.6587723266075117
3,0.41316395701217556,0.35161364299933995
4,0.8881016531354634,0.91515939739298
5,0.8670662938281689,1.167900739957064
6,0.24144810498692626,0.3197251788102862
7,0.5440813043320084,0.3304398684778219
8,0.37993557868331307,0.48039954258092543
9,0.46888374464360705,0.8968663557149349
10,0.9994543102774831,0.9888644637465102
11,0.12478476879365519,0.05338087592669133
12,0.5948324135380668,0.6902587387998544
13,0.9206625161632264,1.0666492915451793
14,0.7027371837893323,0.8595312110593699
15,0.9435770509992045,0.8481375417959575
16,0.323115972115923,0.35597492427704047
17,0.8820186508066118,0.7286455071288916
18,0.8250379633175456,0.7002539739494452
19,0.9798112246240701,1.11793326922432
20,0.9548089237024915,1.1069749751572702
21,0.2810092057649386,0.6562074013848106
22,0.9760755598989926,0.7154714363930508
23,0.4432428297681966,0.4847859953280683
24,0.509240416886985,0.4989265144796337
25,0.22324672635333864,0.19455594522102343
26,0.7522717597252927,0.7372841291178833
27,0.08260727142846946,-0.15062555615640102
28,0.02453078656395158,0.07517700276717033
29,0.7696788455494354,1.2084772054961308
30,0.7654225212276234,0.7713127182953966
31,0.19668569241276035,0.42671223404847025
32,0.23232157902170125,0.34139644042140443
33,0.9648908057826076,0.9306562959733129
34,0.6944672894256056,0.3760007042474179
35,0.7902111071305226,0.7915774529610196
36,0.4964527477968308,0.6145113623147325
37,0.15318005425343928,0.2894873733516967
38,0.8353467723467285,1.0380939061002217
39,0.0723786007380488,0.2603894507510962
40,0.13970625768570244,0.13473920969497288
41,0.545469855624523,0.4810678054892734
42,0.48330033561789687,0.5064868932869632
43,0.8006027762525032,0.9442888672041361
44,0.49733283660539496,0.4090071557173047
45,0.07366549381804544,-0.04532166127067541
46,0.19917236346016598,0.0775700982771285
47,0.18846633045806005,0.3891487072408568
48,0.5749772063419902,0.5958140049146052
49,0.8452718377527294,0.9372048772039537
50,0.9226441444200904,0.8088591129552223
51,0.9580978023964294,0.9169699239782758
52,0.39703884354584806,0.3449479518172168
53,0.5934583053229943,0.6925233416887009
54,0.1788822315020494,0.33722109815385826
55,0.22636291199108594,0.40032230191736706
56,0.30825815779224197,0.07145960397660212
57,0.3204557558626159,0.1293702022527823
58,0.9989649525323548,0.6700991517630662
59,0.6320491120841236,0.720637185920451
60,0.5261694145036081,0.42421189947872223
61,0.8467743432004344,1.0719660181561839
62,0.430706213032816,0.3979912418212763
63,0.8307174126816167,0.9985335892714526
64,0.4312864636692939,0.17427564361360254
65,0.6809367846477162,0.8164514403829481
66,0.314847821375958,0.6004465043491618
67,0.42940493135317515,1.0070731355244589
68,0.38474737924822944,0.47518807037977434
69,0.7184956875970744,0.7491285145145559
70,0.2828475494401608,0.040291969664125626
71,0.6255700072708622,0.3047008994878166
72,0.5108761731482628,0.543559935313079
73,0.8400631289621938,0.43474561024984726
74,0.03772131555939806,-0.1112724416996875
75,0.18674359317251987,0.17317567773846498
76,0.36177482375445924,0.3673068062245359
77,0.11501083247390065,-0.07887214847684335
78,0.005676268362205805,0.2023674706196776
79,0.9291526870907882,0.8119473517896232
80,0.6832325692538571,0.7002835396084894
81,0.31675422779799267,0.2481348829062025
82,0.9117432803330517,1.6867765882230306
83,0.8357080661900506,0.8817571887700821
84,0.19068651367915712,0.1694113419401251
85,0.18309646418264536,0.3512947474421162
86,0.5870516317922474,0.2319501433655795
87,0.8084445402655542,0.8495296988157867
88,0.6104425054492302,0.6030886721046652
89,0.04185103555517877,0.00881091771224781
90,0.25080392722341815,-0.024587943675171475
91,0.6117321001513742,0.10143237302455388
92,0.694571686176338,0.7158424750034827
93,0.7471413491674294,0.7263660895929123
94,0.3878790776234855,0.0097620421195726
95,0.512876636838678,0.3236210777537494
96,0.3469702149613625,0.43402093141745146
97,0.37108913626988227,0.5373777881929916
98,0.5189826004010543,0.5993367657470277
99,0.2683500394053592,-0.17926255360778554
100,0.2921881626468771,0.3246501651704719
101,0.5360203213505932,0.4903837132612456
102,0.09046382249229645,-0.2397511792979255
103,0.039728668739534845,0.007029009767143053
104,0.9063873348766598,0.9333940654652332
105,0.24512785224904832,-0.17454785240373022
106,0.9973244185746025,0.9367537372911348
107,0.12329168208301067,-0.16189167994168907
108,0.20067895897898103,0.22560956423935202
109,0.18895117411007423,0.6599748068349771
110,0.3605164584287761,0.11399603733895802
111,0.14465338992848065,0.024574836315337162
112,0.3400782215047137,0.3931303202933526
113,0.8513490818144936,1.0056708851017298
114,0.6067729567437232,0.5255133185546771
115,0.06709679748486763,0.32507500076112456
116,0.27228834555148274,0.16877636761422843
117,0.5326406866590263,0.4843570464591186
118,0.835575555692561,0.6083382699360662
119,0.5282204398486977,0.6668843277905608
120,0.21629406655922123,0.3390688934425783
121,0.07982883271089036,0.4144152298086762
122,0.8317577198849381,0.9017465717955353
123,0.11106152934626345,-0.04051131671510247
124,0.8621640688042489,0.9707483101037557
125,0.03147597773349242,-0.47356647403107177
126,0.28828303115148834,0.19000714487248135
127,0.7922964600774193,0.4626648946244672
128,0.5010964354898995,0.3955033746118726
129,0.18404298312877954,-0.08387522695845961
130,0.6755416474942114,1.0114070329515084
131,0.6136017316835658,0.89568999698985
132,0.2735166726591197,0.6623812714627451
133,0.02990859683370961,0.06118100408608997
134,0.09564091865559643,0.27420040526432116
135,0.20135596734429062,0.3717666736203904
136,0.5858963617756124,0.7396926028503806
137,0.2705240634634628,0.03842837803888682
138,0.5233757091289618,0.5577177126380143
139,0.8894118654125951,0.8057535460186909
140,0.09252755962834158,0.19761968725043005
141,0.3578869985804638,0.1435840031295112
142,0.4584257921937406,0.47005629457692294
143,0.7565177360949144,0.505614297967018
144,0.5215664980112783,0.8128944143485346
145,0.010090372531994851,-0.0710698398209579
146,0.8211738646306473,1.1652514957322309
147,0.9386282873653355,0.9777132365890805
148,0.22657208328390233,0.14898083299077564
149,0.4681492619830032,0.54348776013497
150,0.4832153519008683,0.6169520455059369
151,0.03184777068128841,0.17437180518623904
152,0.7723793082171729,0.742130953581441
153,0.2858000242809682,-0.05456276996405296
154,0.013340039694297312,-0.2017853233372936
155,0.5195269250532927,0.47501329825203364
156,0.6828683409738091,1.01924453091444
157,0.014122410800472718,0.1304766690097841
158,0.018500111567358424,-0.09404583312626205
159,0.7892637134412784,1.224662553777078
160,0.06153209778025637,0.17096531603686738
161,0.89669468314705,1.0717186863026524
162,0.02980457939029646,0.05610085017477991
163,0.11756029686329006,-0.268780731180849
164,0.4421311774368849,0.4967684797018788
165,0.9053135546584115,0.9698671695385565
166,0.47991823214439744,0.22694486855587165
167,0.23370807038549923,0.5123931794477847
168,0.7670957774250475,0.6918052153409537
169,0.351335731745278,0.34005463709488687
170,0.09728010799467857,0.19810647233643447
171,0.7956930307611563,0.8805329867003813
172,0.6267110858880246,0.6063428837390161
173,0.3809074955605116,0.6800491123322345
174,0.39503058199009056,0.2315271186432578
175,0.6543734534680067,0.7101583978836847
176,0.38633250894407145,0.061701598329720275
177,0.5748501614122357,0.8059986646878055
178,0.7075051757352374,0.5431587545111516
179,0.661573337345494,0.9846090983843483
180,0.08121702935418673,0.15332619811072534
181,0.6724387413503058,0.4425624407880866
182,0.11502273980466582,-0.24339780879289508
183,0.044453343816304725,-0.24037451294756101
184,0.5111301667306939,0.7066207256550198
185,0.06834445199023431,-0.011474628631769984
186,0.22858919014705625,0.44209832715478825
187,0.39547579369923014,0.2762705522282053
188,0.4870278017966513,0.40731658285126104
189,0.7047120726506414,0.6120128689307599
190,0.3190129430537828,0.46191454723742176
191,0.3466681079299745,0.3688423703584072
192,0.3793488035534003,0.21402462483248777
193,0.9829409194022489,0.8596575126013528
194,0.7205402645441593,0.7190359473144287
195,0.19960987297427613,0.1987747693712174
196,0.6930808391661314,0.16973600450048487
197,0.6045900504082605,0.7518317950736303
198,0.4084181303825891,0.16779450489598932
199,0.41294878433252813,0.6198461642825034
